new_id,city,cc,country,region,subregion,lat,lon,North_America,Europe,LATAM,Africa,SE_Asia,Oceania,S_Asia,W_Asia,East_Asia,GDP,GDP_growth,GDP_per_cap_method1,GDP_per_cap_method2,Population,Population_growth_rate,Area_method2,Density_method1,HDD,CDD,TDD,HDI_country,HDI_2,Fuel_price,CO2_cap_QC,Target
IT2048,Savigno,IT,Italy,Europe,Europe (EU & EFTA countries),44.3595355,11.0647182643855,0,1,0,0,0,0,0,0,0,106.7804,-0.0029028640000000002,38300.0,38284.99609,2788,1.003954781,10.46198533,266.4886169,3739,1349,5088,0.8718088070000001,0.895872772,1.26,False,IT2048
IT2049,Tocco Da Casauria,IT,Italy,Europe,Europe (EU & EFTA countries),42.2136943,13.9134718,0,1,0,0,0,0,0,0,0,68.15899999999999,-0.00721023,24500.0,42418.44922,2782,1.003954781,14.720910199999999,188.9828796,3115,1056,4171,0.8718088070000001,0.903752804,1.61,False,IT2049
IT2050,Sinagra,IT,Italy,Europe,Europe (EU & EFTA countries),38.0830509,14.8493379,0,1,0,0,0,0,0,0,0,48.9456,-0.007210228000000001,17600.0,37567.08984,2781,1.003954781,10.54449309,263.739563,2392,1378,3770,0.8718088070000001,0.898056567,1.61,False,IT2050
IT2051,Fratta Polesine,IT,Italy,Europe,Europe (EU & EFTA countries),45.029282,11.64501,0,1,0,0,0,0,0,0,0,70.89,0.016774086,25500.0,29593.86523,2780,1.003954781,8.734023106,318.2954712,3793,1528,5321,0.8718088070000001,0.8560000059999999,1.36,False,IT2051
IT2052,Bargagli,IT,Italy,Europe,Europe (EU & EFTA countries),44.4478019,9.087661,0,1,0,0,0,0,0,0,0,88.928,-0.004056062,32000.0,23507.74805,2779,1.003954781,11.00913266,252.4267883,2139,1381,3520,0.8718088070000001,0.853640974,1.26,False,IT2052
IT2053,Ururi,IT,Italy,Europe,Europe (EU & EFTA countries),41.816536,15.016134,0,1,0,0,0,0,0,0,0,58.0393,-0.033785135,20900.0,31048.24414,2777,1.003954781,46.89368068,59.21906662,4082,1019,5101,0.8718088070000001,0.892090976,1.54,False,IT2053
IT2054,Pavone Del Mella,IT,Italy,Europe,Europe (EU & EFTA countries),45.3012556,10.2084011,0,1,0,0,0,0,0,0,0,85.8093,0.001487252,30900.0,29492.128910000003,2777,1.003954781,10.49244857,264.6665344,2578,989,3567,0.8718088070000001,0.89201504,1.39,False,IT2054
IT2055,Dervio,IT,Italy,Europe,Europe (EU & EFTA countries),46.0765742,9.3045277,0,1,0,0,0,0,0,0,0,78.0056,-0.007210233000000001,28100.0,22517.73438,2776,1.003954781,10.1809215,272.66687010000004,4188,813,5001,0.8718088070000001,0.8547992109999999,1.61,True,IT2055
IT2056,Montereale,IT,Italy,Europe,Europe (EU & EFTA countries),42.5250955,13.2440724,0,1,0,0,0,0,0,0,0,65.3248,-0.018641531,23600.0,30309.63477,2768,1.003954781,10.01608106,276.3555908,3956,13,3969,0.8718088070000001,0.8560000059999999,1.23,True,IT2056
IT1210,Unione Comuni Della Valle Ustica,IT,Italy,Europe,Europe (EU & EFTA countries),42.014694,12.8894483,0,1,0,0,0,0,0,0,0,235.1798424,-0.00721023,35584.784739999996,38552.9375,6609,1.003954781,47.58378699,138.8918457,3707,1034,4741,0.8718088070000001,0.897857606,1.61,False,IT1210
IT2058,Burgio,IT,Italy,Europe,Europe (EU & EFTA countries),37.599442,13.29015,0,1,0,0,0,0,0,0,0,40.3398,-0.00721023,14600.0,42418.44922,2763,1.003954781,5.142232642,537.3152466,1583,1749,3332,0.8718088070000001,0.903752804,1.61,False,IT2058
IT2059,Saletto,IT,Italy,Europe,Europe (EU & EFTA countries),45.2270539,11.533658,0,1,0,0,0,0,0,0,0,88.384,-0.00721023,32000.0,42418.44922,2762,1.003954781,1.5240354319999998,1812.293823,3793,1528,5321,0.8718088070000001,0.903752804,1.61,False,IT2059
IT2060,Gardone Riviera,IT,Italy,Europe,Europe (EU & EFTA countries),45.6185677,10.559358,0,1,0,0,0,0,0,0,0,85.1913,-0.007210224,30900.0,26697.42969,2757,1.003954781,9.883694516,278.9442749,2578,989,3567,0.8718088070000001,0.880120754,1.61,False,IT2060
IT2061,Pozzomaggiore,IT,Italy,Europe,Europe (EU & EFTA countries),40.398756,8.660219,0,1,0,0,0,0,0,0,0,55.651,-0.007210224,20200.0,22577.84766,2755,1.003954781,5.947850208999999,463.1925659,2413,1332,3745,0.8718088070000001,0.8649879690000001,1.61,False,IT2061
IT2062,Monteviale,IT,Italy,Europe,Europe (EU & EFTA countries),45.5605248,11.4580722,0,1,0,0,0,0,0,0,0,84.0275,-0.007210225,30500.0,36639.55859,2755,1.008447376,5.7836398739999995,476.3436279,3883,1266,5149,0.8718088070000001,0.893636942,1.61,False,IT2062
IT2063,Campodoro,IT,Italy,Europe,Europe (EU & EFTA countries),45.490294,11.752004,0,1,0,0,0,0,0,0,0,87.904,-0.0045326179999999995,32000.0,11195.85352,2747,1.003954781,4.83305807,568.3771972999999,3811,1296,5107,0.8718088070000001,0.827000022,1.26,False,IT2063
IT2064,Zandobbio,IT,Italy,Europe,Europe (EU & EFTA countries),45.687882,9.853358,0,1,0,0,0,0,0,0,0,84.3022,-0.003057834,30700.0,26246.7207,2746,1.003954781,110.3156791,24.89220047,3856,1148,5004,0.8718088070000001,0.870629013,1.26,True,IT2064
IT2065,Orsenigo,IT,Italy,Europe,Europe (EU & EFTA countries),45.777379,9.181741,0,1,0,0,0,0,0,0,0,76.6134,-0.00721023,27900.0,38552.9375,2746,1.008710883,4.954307092,554.2651977999999,4188,813,5001,0.8718088070000001,0.897857606,1.61,False,IT2065
IT2066,Sandigliano,IT,Italy,Europe,Europe (EU & EFTA countries),45.518562,8.077522,0,1,0,0,0,0,0,0,0,71.0696,0.023007331000000002,25900.0,21142.10547,2744,1.003954781,9.486951608,289.23937989999996,4063,913,4976,0.8718088070000001,0.8682573440000001,1.18,False,IT2066
IT2067,Valfurva,IT,Italy,Europe,Europe (EU & EFTA countries),46.4165172,10.5125161414557,0,1,0,0,0,0,0,0,0,80.0372,-0.007210224,29200.0,26697.42969,2741,1.003954781,40.7369435,67.28536224,6908,57,6965,0.8718088070000001,0.880120754,1.61,False,IT2067
IT2068,Roverchiara,IT,Italy,Europe,Europe (EU & EFTA countries),45.2722234,11.2478426,0,1,0,0,0,0,0,0,0,84.39200000000001,-0.00151546,30800.0,30488.82813,2740,1.003954781,7.420087486,369.2678833,3883,1266,5149,0.8718088070000001,0.870629013,1.26,False,IT2068
IT2069,Cison Di Valmarino,IT,Italy,Europe,Europe (EU & EFTA countries),45.9699873,12.1431366,0,1,0,0,0,0,0,0,0,82.17,-0.013045788000000001,30000.0,26516.91992,2739,1.003954781,2.751394373,995.4952392999999,3811,1296,5107,0.8718088070000001,0.853640974,1.26,False,IT2069
IT2070,Albiolo,IT,Italy,Europe,Europe (EU & EFTA countries),45.805577,8.939235,0,1,0,0,0,0,0,0,0,76.4181,-0.004056062,27900.0,23507.74805,2739,1.003954781,5.846480652,468.48696900000004,4188,813,5001,0.8718088070000001,0.853640974,1.26,False,IT2070
IT2071,Moneglia,IT,Italy,Europe,Europe (EU & EFTA countries),44.2385001,9.4899769,0,1,0,0,0,0,0,0,0,87.52,-0.00721023,32000.0,42418.44922,2735,1.003954781,12.81940689,213.3484039,5300,297,5597,0.8718088070000001,0.903752804,1.61,True,IT2071
IT2072,Torricella Sicura,IT,Italy,Europe,Europe (EU & EFTA countries),42.6575672,13.6555197,0,1,0,0,0,0,0,0,0,62.9937,-0.007210229,23100.0,43134.01172,2727,1.003954781,13.67232685,199.4539795,3115,1056,4171,0.8718088070000001,0.909640908,1.61,False,IT2072
IT2073,Berlingo,IT,Italy,Europe,Europe (EU & EFTA countries),45.50298,10.043665,0,1,0,0,0,0,0,0,0,84.2643,-0.007210233000000001,30900.0,22517.73438,2727,1.003954781,9.046536062000001,301.4413452,2578,989,3567,0.8718088070000001,0.8547992109999999,1.61,True,IT2073
IT2074,Urbisaglia,IT,Italy,Europe,Europe (EU & EFTA countries),43.1970812,13.3768736,0,1,0,0,0,0,0,0,0,67.2581,0.016774086,24700.0,29593.86523,2723,1.003954781,5.491053856000001,495.897522,3363,1081,4444,0.8718088070000001,0.8560000059999999,1.36,False,IT2074
